-0.25838, -0.25838, -0.25838, -0.25838, 0.05208, 0.05461, 0.04801, -0.01256, 0.11050, 0.09150, 0.09020, 0.12175, 0.00654, 0.04789, -0.02808, -0.06649, 0.10547, 0.09994, 0.12103, 0.13166, 0.13435, 0.12614, 0.11345, 0.09363, 0.04533, 0.02095, 0.04798, 0.01639, -0.28826, -0.27114, -0.33943, -0.32490, 0.14647, 0.12711, 0.13811, 0.15046, 0.09333, 0.10268, 0.09905, 0.08612, -0.25838
0.27494, 0.27494, 0.27494, 0.27494, -0.09478, -0.09538, -0.11325, -0.12243, 0.04021, 0.03016, 0.02097, 0.02328, 0.12821, 0.09629, 0.11707, 0.08262, -0.10310, -0.11136, -0.02062, -0.06675, -0.01018, -0.03740, -0.03352, -0.05752, -0.11931, -0.09569, -0.07525, -0.07669, -0.32004, -0.32138, -0.26521, -0.23702, 0.19166, 0.16391, 0.14586, 0.17056, -0.04959, -0.05180, -0.03699, -0.07019, 0.27494
0.15908, 0.15908, 0.15908, 0.15908, 0.16382, 0.13753, 0.09559, 0.07618, 0.04690, -0.02355, 0.01265, -0.03120, -0.19101, -0.10400, -0.26626, -0.26255, 0.15577, 0.05281, 0.06241, 0.06124, 0.08644, -0.05791, 0.06350, -0.04390, 0.09425, 0.09484, 0.03736, -0.02941, -0.15404, -0.17672, -0.15293, -0.17054, -0.27781, -0.29062, -0.28827, -0.25069, 0.18823, 0.17505, 0.19132, 0.18012, 0.15908
0.04520, 0.04520, 0.04520, 0.04520, -0.09478, -0.05745, -0.10899, -0.15652, 0.12206, 0.12715, 0.08871, 0.12330, -0.33185, -0.24149, -0.33122, -0.26020, -0.01057, -0.06650, -0.01856, 0.02536, 0.18887, 0.23998, 0.20151, 0.21429, -0.27526, -0.28589, -0.19720, -0.17988, 0.16196, 0.16222, 0.01587, 0.10905, 0.12383, 0.12884, 0.13065, 0.08950, 0.03054, 0.02425, 0.05628, 0.02613, 0.04520
0.05294, 0.05294, 0.05294, 0.05294, -0.00399, -0.08287, 0.21592, 0.24908, -0.29223, -0.31449, -0.23642, -0.22626, -0.24296, -0.10947, -0.27163, -0.09060, -0.00412, 0.14059, -0.03578, 0.02535, -0.02273, 0.11906, 0.04349, 0.23034, 0.22383, 0.14238, 0.04427, 0.27748, -0.02591, -0.06643, -0.02004, -0.07442, 0.17800, 0.18858, 0.13387, 0.14362, -0.14914, -0.15955, -0.13129, -0.06020, 0.05294
-0.02533, -0.02533, -0.02533, -0.02533, 0.10654, 0.14679, -0.20386, -0.17964, -0.20679, -0.27233, -0.28679, -0.31617, -0.01041, 0.09052, -0.07097, 0.00045, 0.10124, -0.20440, 0.08280, 0.01186, 0.11973, -0.16556, 0.02215, -0.24383, 0.00422, 0.02306, 0.03042, -0.24478, 0.00566, -0.02405, 0.17820, 0.09105, 0.19394, 0.13123, 0.11944, 0.20480, 0.25452, 0.18457, 0.26054, 0.19248, -0.02533
0.01650, 0.01650, 0.01650, 0.01650, 0.00138, 0.00747, 0.08978, 0.03543, -0.23220, -0.19842, -0.14565, -0.03165, 0.01556, -0.10447, 0.20259, 0.43079, 0.23222, 0.22860, -0.04005, 0.23844, 0.03828, 0.12928, 0.04782, 0.14333, -0.26424, -0.34204, -0.02209, -0.19298, 0.11567, 0.08809, -0.02354, -0.34195, -0.04808, 0.04488, -0.12925, -0.19517, 0.02930, 0.04367, -0.00570, 0.07243, 0.01650
0.01305, 0.01305, 0.01305, 0.01305, -0.28664, -0.16014, -0.17871, -0.27245, 0.08500, -0.01639, -0.11270, -0.05702, -0.13659, -0.15827, -0.03431, 0.24763, -0.13846, -0.02878, 0.61954, 0.15960, 0.00712, 0.02222, 0.12770, -0.02383, 0.08841, 0.07279, 0.13583, 0.25735, -0.01550, 0.07228, 0.00981, -0.06498, -0.05366, -0.09736, -0.03764, -0.05339, 0.07501, 0.14068, -0.01671, -0.24267, 0.01305
0.01223, 0.01223, 0.01223, 0.01223, -0.07104, -0.04383, -0.03074, -0.07348, -0.05650, -0.02837, 0.03664, 0.02767, -0.00965, 0.19537, 0.02205, -0.34195, 0.30118, 0.34932, 0.24192, 0.41745, -0.20396, -0.16128, -0.18862, -0.07300, -0.15162, -0.22959, 0.03747, 0.04004, -0.09122, -0.16055, 0.04460, 0.34255, 0.07536, 0.06653, -0.06580, 0.01016, -0.10285, -0.08697, -0.06453, -0.03387, 0.01223
0.00237, 0.00237, 0.00237, 0.00237, 0.07314, 0.11313, 0.03155, 0.02937, -0.02690, -0.06285, -0.15264, -0.10498, 0.19837, 0.65194, -0.11481, -0.20587, -0.03880, -0.16547, 0.23617, -0.08707, 0.05523, 0.13544, 0.15012, 0.21857, -0.09933, -0.18554, -0.13099, 0.05846, 0.12552, 0.13089, -0.04008, -0.18609, -0.10168, -0.23644, 0.00298, 0.03004, 0.00149, -0.07411, -0.09280, -0.14777, 0.00237
